Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1482,     7197, 406.46,-27.9, 48.53,-35.5,215.7, 20.2,        7196,    3.2, 406.46,-33.790559,154.125711,-27.8,   44.5,                  
        1483,     7200, 406.26,-27.9, 48.61,-35.5,215.7, 20.2,        7200,    3.2, 406.26,-33.790411,154.125837,-27.8,   44.5,                  
        1484,     7203, 406.07,-27.9, 48.70,-35.5,215.8, 20.2,        7203,    3.2, 406.07,-33.790263,154.125965,-27.9,   44.4,                  
        1485,     7206, 405.90,-28.0, 48.79,-35.5,215.8, 20.2,        7206,    3.2, 405.90,-33.790113,154.126093,-27.9,   44.4,                  
        1486,     7209, 405.72,-28.0, 48.85,-35.5,215.9, 20.2,        7209,    3.3, 405.72,-33.789962,154.126222,-27.9,   44.4,                  
        1487,     7213, 405.53,-28.0, 48.96,-35.5,215.9, 20.2,        7213,    3.4, 405.53,-33.789812,154.126351,-28.0,   44.4,                  
        1488,     7216, 405.32,-28.1, 49.12,-35.5,215.9, 20.2,        7216,    3.6, 405.32,-33.789665,154.126479,-28.0,   44.4,                  
        1489,     7220, 405.10,-28.1, 49.28,-35.5,216.0, 20.2,        7220,    3.7, 405.10,-33.789519,154.126608,-28.0,   44.4,                  
        1490,     7224, 404.90,-28.1, 49.39,-35.5,216.0, 20.2,        7224,    3.7, 404.90,-33.789373,154.126736,-28.1,   44.5,                  
        1491,     7227, 404.69,-28.2, 49.43,-35.6,216.0, 20.2,        7227,    3.6, 404.69,-33.789230,154.126865,-28.1,   44.5,                  
        1492,     7231, 404.49,-28.2, 49.42,-35.6,216.0, 20.2,        7231,    3.5, 404.49,-33.789088,154.126994,-28.1,   44.5,                  
        1493,     7234, 404.31,-28.2, 49.32,-35.6,216.0, 20.2,        7234,    3.4, 404.31,-33.788946,154.127126,-28.2,   44.5,                  
        1494,     7238, 404.11,-28.3, 49.09,-35.7,216.1, 20.2,        7238,    3.5, 404.11,-33.788806,154.127256,-28.2,   44.5,                  
        1495,     7242, 403.91,-28.3, 48.84,-35.8,216.1, 20.2,        7242,    3.7, 403.91,-33.788663,154.127389,-28.2,   44.5,                  
        1496,     7245, 403.69,-28.3, 48.74,-35.8,216.1, 20.2,        7245,    3.7, 403.69,-33.788517,154.127521,-28.3,   44.5,                  
        1497,     7249, 403.47,-28.4, 48.81,-35.9,216.0, 20.2,        7249,    3.6, 403.47,-33.788372,154.127653,-28.3,   44.5,                  
        1498,     7252, 403.29,-28.4, 48.96,-35.9,216.0, 20.2,        7252,    3.4, 403.29,-33.788225,154.127782,-28.3,   44.5,                  
        1499,     7256, 403.12,-28.4, 48.98,-35.9,216.0, 20.2,        7256,    3.3, 403.12,-33.788077,154.127909,-28.4,   44.5,                  
        1500,     7259, 402.93,-28.5, 48.82,-36.0,216.0, 20.2,        7259,    3.2, 402.93,-33.787929,154.128034,-28.4,   44.5,                  
        1501,     7262, 402.74,-28.5, 48.64,-36.0,215.9, 20.2,        7262,    3.2, 402.74,-33.787781,154.128158,-28.4,   44.5,                  
        1502,     7265, 402.56,-28.5, 48.54,-36.1,215.9, 20.2,        7265,    3.3, 402.56,-33.787634,154.128283,-28.5,   44.5,                  
        1503,     7269, 402.38,-28.6, 48.51,-36.1,215.9, 20.2,        7269,    3.3, 402.38,-33.787487,154.128408,-28.5,   44.5,                  
        1504,     7272, 402.18,-28.6, 48.52,-36.1,215.8, 20.2,        7272,    3.5, 402.18,-33.787340,154.128536,-28.5,   44.5,                  
        1505,     7276, 401.99,-28.6, 48.58,-36.2,215.7, 20.2,        7276,    3.6, 401.99,-33.787194,154.128665,-28.6,   44.5,                  
        1506,     7279, 401.77,-28.7, 48.61,-36.2,215.7, 20.2,        7279,    3.7, 401.77,-33.787048,154.128795,-28.6,   44.5,                  
        1507,     7283, 401.55,-28.7, 48.61,-36.2,215.6, 20.3,        7283,    3.7, 401.55,-33.786901,154.128925,-28.6,   44.5,                  
        1508,     7287, 401.37,-28.7, 48.61,-36.2,215.6, 20.3,        7287,    3.5, 401.37,-33.786752,154.129055,-28.7,   44.5,          Pi      
        1509,     7290, 401.18,-28.7, 48.72,-36.2,215.5, 20.3,        7290,    3.5, 401.18,-33.786602,154.129185,-28.7,   44.5,                  
        1510,     7294, 400.98,-28.8, 48.90,-36.2,215.4, 20.3,        7294,    3.5, 400.98,-33.786451,154.129316,-28.7,   44.5,                  
        1511,     7297, 400.78,-28.8, 49.03,-36.2,215.4, 20.3,        7297,    3.4, 400.78,-33.786301,154.129448,-28.8,   44.5,                  
        1512,     7300, 400.59,-28.9, 49.14,-36.2,215.3, 20.3,        7300,    3.3, 400.59,-33.786152,154.129578,-28.8,   44.5,                  
        1513,     7304, 400.43,-28.9, 49.27,-36.3,215.2, 20.3,        7303,    3.2, 400.43,-33.786002,154.129704,-28.8,   44.5,                  
        1514,     7307, 400.24,-28.9, 49.42,-36.3,215.1, 20.3,        7307,    3.3, 400.24,-33.785855,154.129827,-28.9,   44.5,                  
        1515,     7310, 400.04,-29.0, 49.57,-36.3,215.0, 20.3,        7310,    3.4, 400.04,-33.785709,154.129947,-28.9,   44.5,                  
        1516,     7314, 399.87,-29.0, 49.64,-36.3,214.9, 20.3,        7314,    3.5, 399.87,-33.785565,154.130067,-28.9,   44.5,                  
        1517,     7317, 399.66,-29.0, 49.66,-36.3,214.8, 20.3,        7317,    3.6, 399.66,-33.785420,154.130189,-29.0,   44.5,                  
        1518,     7321, 399.44,-29.1, 49.68,-36.3,214.7, 20.3,        7321,    3.5, 399.44,-33.785274,154.130313,-29.0,   44.5,                  
        1519,     7324, 399.26,-29.1, 49.72,-36.4,214.6, 20.3,        7324,    3.3, 399.26,-33.785126,154.130440,-29.0,   44.5,                  
        1520,     7327, 399.11,-29.1, 49.74,-36.4,214.6, 20.3,        7327,    3.2, 399.11,-33.784975,154.130570,-29.1,   44.5,                  
        1521,     7331, 398.91,-29.2, 49.78,-36.4,214.5, 20.3,        7331,    3.3, 398.91,-33.784823,154.130698,-29.1,   44.5,                  
        1522,     7334, 398.71,-29.2, 49.91,-36.4,214.4, 20.3,        7334,    3.5, 398.71,-33.784669,154.130823,-29.1,   44.5,                  
        1523,     7338, 398.51,-29.2, 49.99,-36.4,214.3, 20.4,        7338,    3.6, 398.51,-33.784514,154.130946,-29.2,   44.5,                  
        1524,     7341, 398.31,-29.3, 49.91,-36.5,214.2, 20.4,        7341,    3.7, 398.31,-33.784358,154.131067,-29.2,   44.5,                  
        1525,     7345, 398.10,-29.3, 49.65,-36.6,214.1, 20.4,        7345,    3.7, 398.10,-33.784202,154.131188,-29.2,   44.5,                  
        1526,     7349, 397.89,-29.3, 49.03,-36.7,214.0, 20.4,        7349,    3.7, 397.89,-33.784049,154.131308,-29.3,   44.5,                  
        1527,     7352, 397.70,-29.4, 48.00,-37.0,214.0, 20.4,        7352,    3.6, 397.70,-33.783896,154.131429,-29.3,   44.5,                  
        1528,     7356, 397.50,-29.4, 46.65,-37.3,213.9, 20.4,        7356,    3.6, 397.50,-33.783743,154.131551,-29.3,   44.5,                  
        1529,     7359, 397.30,-29.4, 45.27,-37.6,213.8, 20.5,        7359,    3.5, 397.30,-33.783592,154.131673,-29.3,   44.6,                  
        1530,     7363, 397.10,-29.4, 44.40,-37.8,213.8, 20.5,        7363,    3.4, 397.10,-33.783443,154.131796,-29.3,   44.6,                  
        1531,     7366, 396.93,-29.4, 44.19,-37.8,213.7, 20.5,        7366,    3.3, 396.93,-33.783294,154.131918,-29.4,   44.6,                  
        1532,     7369, 396.75,-29.4, 44.38,-37.8,213.6, 20.5,        7369,    3.4, 396.75,-33.783144,154.132038,-29.4,   44.6,                  
        1533,     7373, 396.56,-29.5, 44.72,-37.8,213.6, 20.6,        7373,    3.5, 396.56,-33.782992,154.132158,-29.4,   44.6,                  
        1534,     7377, 396.34,-29.5, 45.00,-37.7,213.5, 20.6,        7377,    3.7, 396.34,-33.782838,154.132278,-29.4,   44.6,                  
        1535,     7380, 396.13,-29.5, 44.99,-37.8,213.5, 20.6,        7380,    3.6, 396.13,-33.782684,154.132398,-29.5,   44.7,                  
        1536,     7384, 395.95,-29.5, 44.56,-37.9,213.4, 20.7,        7384,    3.4, 395.95,-33.782534,154.132514,-29.5,   44.7,                  
        1537,     7387, 395.78,-29.6, 43.70,-38.1,213.4, 20.7,        7387,    3.4, 395.78,-33.782384,154.132631,-29.5,   44.7,                  
        1538,     7391, 395.58,-29.6, 42.93,-38.3,213.4, 20.7,        7391,    3.5, 395.58,-33.782227,154.132753,-29.5,   44.7,                  
        1539,     7394, 395.37,-29.6, 42.72,-38.3,213.3, 20.8,        7394,    3.5, 395.37,-33.782072,154.132873,-29.5,   44.8,                  
        1540,     7398, 395.18,-29.6, 42.93,-38.3,213.3, 20.8,        7398,    3.5, 395.18,-33.781917,154.132996,-29.6,   44.8,                  
        1541,     7401, 395.00,-29.6, 43.15,-38.3,213.3, 20.9,        7401,    3.4, 395.00,-33.781764,154.133120,-29.6,   44.8,                  
        1542,     7404, 394.81,-29.7, 43.34,-38.3,213.2, 20.9,        7404,    3.3, 394.81,-33.781609,154.133246,-29.6,   44.8,                  
        1543,     7408, 394.63,-29.7, 43.54,-38.2,213.2, 21.0,        7408,    3.3, 394.63,-33.781453,154.133374,-29.7,   44.8,                  
        1544,     7411, 394.45,-29.7, 43.72,-38.2,213.2, 21.0,        7411,    3.2, 394.45,-33.781295,154.133502,-29.7,   44.8,                  
        1545,     7414, 394.28,-29.8, 43.83,-38.2,213.2, 21.0,        7414,    3.2, 394.28,-33.781136,154.133627,-29.7,   44.8,                  
        1546,     7417, 394.10,-29.8, 43.93,-38.2,213.1, 21.1,        7417,    3.2, 394.10,-33.780976,154.133750,-29.7,   44.8,                  
        1547,     7420, 393.92,-29.8, 44.11,-38.2,213.1, 21.1,        7420,    3.2, 393.92,-33.780812,154.133871,-29.8,   44.8,                  
        1548,     7424, 393.75,-29.9, 44.31,-38.2,213.1, 21.2,        7424,    3.3, 393.75,-33.780646,154.133995,-29.8,   44.8,                  
        1549,     7427, 393.55,-29.9, 44.43,-38.2,213.0, 21.2,        7427,    3.5, 393.55,-33.780481,154.134120,-29.8,   44.8,                  
        1550,     7431, 393.33,-29.9, 44.45,-38.2,213.0, 21.3,        7431,    3.7, 393.33,-33.780319,154.134246,-29.9,   44.8,                  
        1551,     7435, 393.12,-30.0, 44.43,-38.3,213.0, 21.3,        7435,    3.7, 393.12,-33.780158,154.134372,-29.9,   44.8,                  
        1552,     7438, 392.93,-30.0, 44.41,-38.3,212.9, 21.3,        7438,    3.7, 392.93,-33.779997,154.134500,-29.9,   44.8,                  
        1553,     7442, 392.73,-30.0, 44.37,-38.3,212.9, 21.4,        7442,    3.7, 392.73,-33.779835,154.134630,-30.0,   44.8,                  
        1554,     7446, 392.52,-30.0, 44.26,-38.4,212.9, 21.4,        7446,    3.8, 392.52,-33.779678,154.134758,-30.0,   44.8,                  
        1555,     7450, 392.31,-30.1, 44.11,-38.5,212.8, 21.4,        7450,    3.8, 392.31,-33.779519,154.134886,-30.0,   44.8,                  
        1556,     7453, 392.10,-30.1, 44.02,-38.5,212.8, 21.5,        7453,    3.7, 392.10,-33.779357,154.135014,-30.0,   44.8,                  
        1557,     7457, 391.90,-30.1, 44.03,-38.5,212.7, 21.5,        7457,    3.6, 391.90,-33.779192,154.135140,-30.1,   44.9,                  
        1558,     7460, 391.72,-30.1, 44.09,-38.5,212.6, 21.5,        7460,    3.4, 391.72,-33.779027,154.135264,-30.1,   44.9,                  
        1559,     7464, 391.54,-30.2, 44.13,-38.5,212.6, 21.5,        7464,    3.4, 391.54,-33.778862,154.135388,-30.1,   44.9,                  
        1560,     7467, 391.35,-30.2, 44.14,-38.6,212.5, 21.6,        7467,    3.5, 391.35,-33.778698,154.135513,-30.1,   44.9,                  
        1561,     7471, 391.14,-30.2, 44.17,-38.6,212.5, 21.6,        7471,    3.6, 391.14,-33.778535,154.135638,-30.2,   44.9,                  
        1562,     7474, 390.95,-30.2, 44.30,-38.6,212.4, 21.6,        7474,    3.6, 390.95,-33.778371,154.135766,-30.2,   44.9,                  
        1563,     7478, 390.75,-30.3, 44.48,-38.6,212.3, 21.6,        7478,    3.6, 390.75,-33.778208,154.135896,-30.2,   44.9,                  
        1564,     7482, 390.53,-30.3, 44.59,-38.6,212.3, 21.7,        7482,    3.6, 390.53,-33.778046,154.136027,-30.2,   44.9,                  
        1565,     7485, 390.34,-30.3, 44.54,-38.6,212.2, 21.7,        7485,    3.5, 390.34,-33.777882,154.136157,-30.3,   44.9,                  
        1566,     7489, 390.17,-30.4, 44.38,-38.7,212.2, 21.7,        7489,    3.4, 390.17,-33.777718,154.136284,-30.3,   44.9,                  
        1567,     7492, 389.98,-30.4, 44.20,-38.7,212.1, 21.7,        7492,    3.4, 389.98,-33.777553,154.136408,-30.3,   45.0,                  
        1568,     7495, 389.80,-30.4, 44.04,-38.8,212.0, 21.8,        7495,    3.4, 389.80,-33.777389,154.136529,-30.4,   45.0,                  
        1569,     7499, 389.59,-30.4, 43.85,-38.9,212.0, 21.8,        7499,    3.4, 389.59,-33.777224,154.136649,-30.4,   45.0,                  
        1570,     7502, 389.42,-30.5, 43.71,-38.9,212.0, 21.8,        7502,    3.4, 389.42,-33.777058,154.136769,-30.4,   45.0,                  
        1571,     7505, 389.24,-30.5, 43.65,-39.0,211.9, 21.9,        7505,    3.3, 389.24,-33.776892,154.136888,-30.4,   45.0,                  
        1572,     7509, 389.05,-30.5, 43.57,-39.0,211.9, 21.9,        7509,    3.3, 389.05,-33.776726,154.137005,-30.5,   45.0,                  
        1573,     7512, 388.87,-30.6, 43.48,-39.0,211.8, 21.9,        7512,    3.4, 388.87,-33.776560,154.137121,-30.5,   45.0,                  
        1574,     7516, 388.68,-30.6, 43.47,-39.1,211.8, 22.0,        7516,    3.5, 388.68,-33.776393,154.137237,-30.5,   45.0,  d v             
        1575,     7519, 388.49,-30.6, 43.67,-39.0,211.8, 22.0,        7519,    3.6, 388.49,-33.776226,154.137353,-30.6,   45.0,                  
        1576,     7523, 388.28,-30.6, 44.02,-39.0,211.8, 22.0,        7523,    3.7, 388.28,-33.776057,154.137471,-30.6,   45.0,                  
        1577,     7527, 388.06,-30.7, 44.34,-38.9,211.8, 22.1,        7527,    3.6, 388.06,-33.775888,154.137593,-30.6,   45.1,                  
        1578,     7530, 387.88,-30.7, 44.49,-38.9,211.8, 22.1,        7530,    3.3, 387.88,-33.775719,154.137717,-30.6,   45.1,                  
        1579,     7533, 387.74,-30.7, 44.50,-39.0,211.8, 22.1,        7533,    3.0, 387.74,-33.775546,154.137845,-30.7,   45.1,                  
        1580,     7536, 387.59,-30.7, 44.30,-39.0,211.8, 22.2,        7536,    3.0, 387.59,-33.775371,154.137976,-30.7,   45.1,                  
        1581,     7539, 387.40,-30.8, 43.70,-39.2,211.8, 22.2,        7539,    3.2, 387.40,-33.775196,154.138108,-30.7,   45.1,                  
        1582,     7542, 387.22,-30.8, 42.81,-39.4,211.8, 22.3,        7542,    3.4, 387.22,-33.775022,154.138239,-30.8,   45.1,T                 
        1583,     7546, 387.02,-30.8, 42.00,-39.6,211.8, 22.3,        7546,    3.6, 387.02,-33.774851,154.138368,-30.8,   45.1,                  
        1584,     7550, 386.81,-30.8, 41.88,-39.7,211.8, 22.4,        7550,    3.8, 386.81,-33.774680,154.138497,-30.8,   45.1,                  
        1585,     7554, 386.60,-30.9, 42.61,-39.5,211.8, 22.4,        7554,    3.8, 386.60,-33.774510,154.138624,-30.8,   45.1,                  
        1586,     7557, 386.40,-30.9, 43.55,-39.3,211.8, 22.5,        7557,    3.7, 386.40,-33.774341,154.138752,-30.8,   45.1,                  
        1587,     7561, 386.21,-30.9, 44.18,-39.2,211.9, 22.5,        7561,    3.5, 386.21,-33.774171,154.138882,-30.9,   45.1,                  
        1588,     7564, 386.02,-30.9, 44.53,-39.2,211.9, 22.5,        7564,    3.4, 386.02,-33.773999,154.139013,-30.9,   45.2,                  
        1589,     7568, 385.84,-31.0, 44.73,-39.1,211.9, 22.6,        7568,    3.4, 385.84,-33.773826,154.139143,-30.9,   45.2,                  
        1590,     7571, 385.65,-31.0, 44.82,-39.1,211.9, 22.6,        7571,    3.5, 385.65,-33.773655,154.139273,-30.9,   45.2,                  
        1591,     7575, 385.46,-31.0, 44.67,-39.2,211.9, 22.7,        7575,    3.6, 385.46,-33.773486,154.139403,-31.0,   45.2,                  
        1592,     7578, 385.25,-31.0, 44.20,-39.3,211.9, 22.7,        7578,    3.6, 385.25,-33.773316,154.139532,-31.0,   45.2,                  
        1593,     7582, 385.06,-31.1, 43.51,-39.5,212.0, 22.7,        7582,    3.6, 385.06,-33.773145,154.139660,-31.0,   45.2,                  
        1594,     7586, 384.87,-31.1, 42.92,-39.7,212.0, 22.7,        7586,    3.6, 384.87,-33.772973,154.139787,-31.0,   45.2,                  
        1595,     7589, 384.68,-31.1, 42.73,-39.7,212.0, 22.8,        7589,    3.6, 384.68,-33.772801,154.139915,-31.1,   45.3,                  
        1596,     7593, 384.47,-31.1, 42.92,-39.7,212.0, 22.8,        7593,    3.6, 384.47,-33.772628,154.140044,-31.1,   45.3,                  
        1597,     7596, 384.27,-31.2, 43.32,-39.6,212.0, 22.8,        7596,    3.4, 384.27,-33.772452,154.140172,-31.1,   45.3,                  
        1598,     7599, 384.11,-31.2, 43.69,-39.6,212.0, 22.8,        7599,    3.1, 384.11,-33.772273,154.140302,-31.1,   45.3,                  
        1599,     7602, 383.98,-31.2, 43.75,-39.6,212.0, 22.9,        7602,    3.0, 383.98,-33.772094,154.140433,-31.2,   45.3,                  
        1600,     7606, 383.79,-31.2, 43.48,-39.7,212.0, 22.9,        7605,    3.3, 383.79,-33.771916,154.140567,-31.2,   45.3,                  
        1601,     7609, 383.59,-31.2, 43.08,-39.8,212.0, 22.9,        7609,    3.6, 383.59,-33.771738,154.140703,-31.2,   45.3,                  
        1602,     7613, 383.37,-31.3, 42.81,-39.9,212.0, 22.9,        7613,    3.9, 383.37,-33.771561,154.140839,-31.2,   45.4,                  
        1603,     7617, 383.15,-31.3, 42.70,-39.9,212.0, 22.9,        7617,    4.0, 383.15,-33.771384,154.140974,-31.2,   45.4,                  
        1604,     7621, 382.95,-31.3, 42.45,-40.0,211.9, 22.9,        7621,    3.8, 382.95,-33.771207,154.141108,-31.3,   45.4,                  
